email,password,type,status,role,token
activeMember156@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxNTYiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTU2LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA2LCJleHAiOjQ5MzUwODY1MDZ9.wGobhHD9eGwbzh3X_9SLwKItQ_EAiln4xeNeSj5lCsI
activeMember157@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxNTciLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTU3LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA2LCJleHAiOjQ5MzUwODY1MDZ9.Vt4Z2AlT_sPICfZmTfes9frZ7sS97KJ-niV_xbqhLYQ
activeMember158@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxNTgiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTU4LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA3LCJleHAiOjQ5MzUwODY1MDd9.89q5A9Jwm5FcF3gp1jaf8tnWRR7Nie1LgdAZscgikAI
activeMember159@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxNTkiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTU5LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA3LCJleHAiOjQ5MzUwODY1MDd9.IkfqLk-bRRXHNP0L6wgdw2FuY632J7AhJHu02gKJAWk
activeMember160@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxNjAiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTYwLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA3LCJleHAiOjQ5MzUwODY1MDd9.NDIKlvAds_mAVC-9JUaXQHiQjY_ZfLFsoQggFA7VDQw
activeMember161@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxNjEiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTYxLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA3LCJleHAiOjQ5MzUwODY1MDd9.SLiJ3De7s8Q0JILGXxNbjKf9DpPB8mFNzsJubgd4w9E
activeMember162@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxNjIiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTYyLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA3LCJleHAiOjQ5MzUwODY1MDd9.fn6m5PQlqt1fmARepHqDWvpj0nDXFMr4oWDLE8Kw8fg
activeMember163@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxNjMiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTYzLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA3LCJleHAiOjQ5MzUwODY1MDd9.NloePgtPyYePPl57c35uavVqRB2aw7uFGoUACCYv5dg
activeMember164@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxNjQiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTY0LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA3LCJleHAiOjQ5MzUwODY1MDd9.hpBf5bQX4XvrISdzfEz_WUjVhHSPaMKPgbbDm3YAZTQ
activeMember165@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxNjUiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTY1LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA3LCJleHAiOjQ5MzUwODY1MDd9.ZtKtN76wnzmWM8R2NW_paiJ7iCjAMiQV8M4DntM0TwI
activeMember166@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxNjYiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTY2LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA3LCJleHAiOjQ5MzUwODY1MDd9.BMunjaqfmq-ZNUreTEVUlMMV09er79uDgBEh64js8qg
activeMember167@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxNjciLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTY3LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA3LCJleHAiOjQ5MzUwODY1MDd9.alECkM6fkg1fiQLGeX91Cerxlu6ZB9Tl57GtGpoEZ_o
activeMember168@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxNjgiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTY4LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA4LCJleHAiOjQ5MzUwODY1MDh9.WPO-X_rUJUqmdOrjT2wEo9IoO9Y3OU0kOmFcOORh47c
activeMember169@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxNjkiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTY5LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA4LCJleHAiOjQ5MzUwODY1MDh9.3e3WlOSrRZ-nLirQVk85B3jVfQE94v89TrYmo404R0Q
activeMember170@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxNzAiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTcwLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA4LCJleHAiOjQ5MzUwODY1MDh9.65fZTU2BZ3iibpjzlfSlf8MzPVgUxBI87k5uZBQ035w
activeMember171@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxNzEiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTcxLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA4LCJleHAiOjQ5MzUwODY1MDh9.v5lN1FRSZXpTxgfR6EtPbcnDgeKkEcMp08SgrqaQLno
activeMember172@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxNzIiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTcyLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA4LCJleHAiOjQ5MzUwODY1MDh9.1UFYJoDcRelZBKrUQXWdARTOHPRSm47xgdLDyy9mwss
activeMember173@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxNzMiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTczLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA4LCJleHAiOjQ5MzUwODY1MDh9.ci2zAIxFNLrDUkPYbY51zo_EofG0bCp5xQHVzxsKbJw
activeMember174@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxNzQiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTc0LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA4LCJleHAiOjQ5MzUwODY1MDh9.VNHBpwwenMKv-Nxp2DDQ-RCZ6PLcZAnpZdSh70VAiJg
activeMember175@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxNzUiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTc1LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA4LCJleHAiOjQ5MzUwODY1MDh9.7hpYSYIgCviTaUf6e8H7bFfRuH7qEkto-0ny-DrYEVo
activeMember176@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxNzYiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTc2LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA4LCJleHAiOjQ5MzUwODY1MDh9.4Iubx4RPMw0IqnrB2wPlmO9u8_JKuWK1UNqkuhuWAkc
activeMember177@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxNzciLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTc3LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA4LCJleHAiOjQ5MzUwODY1MDh9.xykZqz2Ol9hII0iuJff4-wpHj6b04QkyCvbe2evPTAE
activeMember178@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxNzgiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTc4LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA5LCJleHAiOjQ5MzUwODY1MDl9.PcyzkgpFT0jQRqpSP1vVOOPnbdqZoucBZ_pUbbwkLlk
activeMember179@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxNzkiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTc5LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA5LCJleHAiOjQ5MzUwODY1MDl9.HVOaJgJjhOM3qZJ1SiQDSG_T5UXwMF0Ti-_QkY-fE_Q
activeMember180@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxODAiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTgwLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA5LCJleHAiOjQ5MzUwODY1MDl9.q26Ea_PJbQKupULC1tC8fhz4ks6A-byCGhG4VxG_AUo
activeMember181@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxODEiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTgxLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA5LCJleHAiOjQ5MzUwODY1MDl9.x7rzqpejpasJUQSfa8L0ysINa5GoJ7wDSFs6vdd3S7M
activeMember182@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxODIiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTgyLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA5LCJleHAiOjQ5MzUwODY1MDl9.bdMGo-xgKwOCMDL7Nt1-TnSmOLVzR9_ypeJ_YTVipTk
activeMember183@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxODMiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTgzLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA5LCJleHAiOjQ5MzUwODY1MDl9.GI0NPlX3eBjF75jD2HSPKAvblibkFaMBv_Cxot7A8fs
activeMember184@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxODQiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTg0LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA5LCJleHAiOjQ5MzUwODY1MDl9.-wvNexEDLaBQOgSFdls2qBGiWriRE5w9kTsBQYUo5s8
activeMember185@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxODUiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTg1LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA5LCJleHAiOjQ5MzUwODY1MDl9.56vkYazba8Q4jFDn72igxYo-d9ubSSm1NfC0J3irNUY
activeMember186@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxODYiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTg2LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA5LCJleHAiOjQ5MzUwODY1MDl9.QEwYb9c_1ijE1vqxh8VrTKW3lxOXPrpcMLdP7c2JVPE
activeMember187@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxODciLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTg3LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTA5LCJleHAiOjQ5MzUwODY1MDl9.cUvvUis7bs0MXCM0dsCn6vLvrFjklvwCKWfh5HVen0Q
activeMember188@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxODgiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTg4LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTEwLCJleHAiOjQ5MzUwODY1MTB9.wMUjelcD06V02-JakRXMSJRbJ16yIwF--lpn7-_jOvM
activeMember189@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxODkiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTg5LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTEwLCJleHAiOjQ5MzUwODY1MTB9.OLRya_GgX2vY9kH_G5IEhKoEypy8wwvdIMu_eUkaOHk
activeMember190@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxOTAiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTkwLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTEwLCJleHAiOjQ5MzUwODY1MTB9.sXLU6Rh0vuuSj6q1H_OiUGSi2yQMEIYIjQAU9Ijkw28
activeMember191@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxOTEiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTkxLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTEwLCJleHAiOjQ5MzUwODY1MTB9.LNUDF2I1HMPtI8_r7-DY8F05YH1HannREitiP6G9FFc
activeMember192@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxOTIiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTkyLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTEwLCJleHAiOjQ5MzUwODY1MTB9.1QRsyhFLYm719t1QeVhMix5LK75raO-yo5Y6tLckrds
activeMember193@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxOTMiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTkzLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTEwLCJleHAiOjQ5MzUwODY1MTB9.ZZwSEOoFc4HYXI-iiyNXuiH30pHiEALtMjRDe6M6oeE
activeMember194@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxOTQiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTk0LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTEwLCJleHAiOjQ5MzUwODY1MTB9.qvzmwNeLK1eiMfH9Q6G0wEywTpt4huS6QyKT471s28k
activeMember195@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxOTUiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTk1LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTEwLCJleHAiOjQ5MzUwODY1MTB9.GAE91YhUUxgEOOsEs37SvPbHulT77KXkRkpV4RLf91o
activeMember196@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxOTYiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTk2LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTEwLCJleHAiOjQ5MzUwODY1MTB9.Dh8PZaL37rWmjHs0iiGc8w-ERo-5tGR3lcM7Mz-hYAk
activeMember197@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxOTciLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTk3LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTEwLCJleHAiOjQ5MzUwODY1MTB9.1AJrgt_xkTjbArL2VdbZ82QTf1Ij2hzcnHK_HoJ5VEI
activeMember198@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxOTgiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTk4LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTExLCJleHAiOjQ5MzUwODY1MTF9.FbEtgF8XtBO4dmqc5lrMR_bq0tzUBOfFtEzSADZC3BY
activeMember199@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxOTkiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MTk5LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTExLCJleHAiOjQ5MzUwODY1MTF9.sWO8xouoLxrhCxjw9sUnTW_nemXlcqs2r6qIooU7DnM
activeMember200@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIyMDAiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MjAwLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTExLCJleHAiOjQ5MzUwODY1MTF9.ySt3mcm_WK7u7L2WFrf5UPYsawkC_nWBejcSU6H36Mc
activeMember201@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIyMDEiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MjAxLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTExLCJleHAiOjQ5MzUwODY1MTF9.AT_PZVTZtXGThQNMlJMRjMDkkk_0dtyFLiSvWbiQw9I
activeMember202@test.com,password123!,MEMBER,ACTIVE,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIyMDIiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6MjAyLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiQUNUSVZFIiwiaWF0IjoxNzgxNDg2NTExLCJleHAiOjQ5MzUwODY1MTF9.RXT-hYa7PH1hG_hyRDNpb4Z5lpTLf_GKFGX4r8LMJ0g
